OBJECTID,SCHOOL_ID,SCHOOLDIST,POLYTYPE,PRIMARYPOL,USERNAME,UPDATE_,EDITED,EACODE,District2,Inst_ID,SchDist,SEDdir_BOC,SEDdir_B_1,SED_CODE_1,POPULAR_NA,INSTPECD,INSTSUBYPE,INSSUBDE,MUNICODE,SDLCODE,ORPTSCOD_1,Shape__Area,Shape__Length
718,724,CLARENCE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,143201,CLARENCE,8E+11,CLARENCE,1491,BOCES ERIE 1,1.40801E+11,CLARENCE CSD,16,7,INDEPENDENT CENTRAL,1.40616E+11,140801,143201,153998131.5,78787.61324
719,725,WHEATLAND-CHILI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,265601,WHEATLAND CHILI,8E+11,WHEATLAND CHILI,2692,BOCES MONROE 2-ORLEANS,2.62001E+11,WHEATLAND-CHILI CSD,16,4,CENTRAL,2.6079E+11,262001,265601,93334642.82,84642.05901
720,726,CLYDE-SAVANNAH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,542401,CLYDE-SAVANNAH,8E+11,CLYDE-SAVANNAH,4390,BOCES WAYNE-FINGER LAKES,6.50301E+11,CLYDE-SAVANNAH CSD,16,4,CENTRAL,5.40731E+11,650301,542401,231176042.8,94374.90933
721,727,WAYNE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,543401,WAYNE,8E+11,WAYNE,4390,BOCES WAYNE-FINGER LAKES,6.50801E+11,WAYNE CSD,16,7,INDEPENDENT CENTRAL,5.40661E+11,650801,543401,353312.441,2613.239008
722,728,ROCHESTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,261400,ROCHESTER,8E+11,ROCHESTER,2691,BOCES MONROE 1,2.616E+11,ROCHESTER CITY SD,16,1,CITY,2.60548E+11,261600,261400,3314966.335,8197.943769
723,729,PORT BYRON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,53801,PORT BYRON,8E+11,PORT BYRON,590,BOCES CAYUGA-ONONDAGA,51101040000,PORT BYRON CSD,16,4,CENTRAL,50752300100,51101,53801,189987820.6,94520.47911
724,730,PITTSFORD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,264601,PITTSFORD,8E+11,PITTSFORD,2691,BOCES MONROE 1,2.61401E+11,PITTSFORD CSD,16,7,INDEPENDENT CENTRAL,2.60667E+11,261401,264601,81964086.19,57022.59675
725,731,BRIGHTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,262001,BRIGHTON,8E+11,BRIGHTON,2691,BOCES MONROE 1,2.60101E+11,BRIGHTON CSD,16,7,INDEPENDENT CENTRAL,2.60609E+11,260101,262001,20875916.99,24197.07219
726,732,GALWAY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,413201,GALWAY,8E+11,GALWAY,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.20701E+11,GALWAY CSD,16,4,CENTRAL,4.10731E+11,520701,413201,256586805.4,108290.3692
727,733,CANASTOTA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,253601,CANASTOTA,8E+11,CANASTOTA,2590,BOCES MADISON-ONEIDA,2.50901E+11,CANASTOTA CSD,16,7,INDEPENDENT CENTRAL,2.50646E+11,250901,253601,145948200.5,101384.5262
728,734,ELBA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,183401,ELBA,8E+11,ELBA,2490,BOCES GENESEE VALLEY,1.80901E+11,ELBA CSD,16,4,CENTRAL,1.80726E+11,180901,183401,112082308.6,57134.82561
729,735,ROME,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,301300,ROME,8E+11,ROME,2590,BOCES MADISON-ONEIDA,4.118E+11,ROME CITY SD,16,1,CITY,3.00549E+11,411800,301300,4169.481689,266.0871251
730,736,GANANDA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,543002,GANANDA,8E+11,GANANDA,4390,BOCES WAYNE-FINGER LAKES,6.50902E+11,GANANDA CSD,16,4,CENTRAL,5.40749E+11,650902,543002,42721432.32,41084.78663
731,737,NEWARK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,542001,NEWARK,8E+11,NEWARK,4390,BOCES WAYNE-FINGER LAKES,6.50101E+11,NEWARK CSD,16,7,INDEPENDENT CENTRAL,5.40603E+11,650101,542001,157213855.7,94043.91869
732,738,BYRON-BERGEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,183001,BYRON BERGEN,8E+11,BYRON BERGEN,2490,BOCES GENESEE VALLEY,1.80701E+11,BYRON-BERGEN CSD,16,4,CENTRAL,1.80711E+11,180701,183001,197696582.8,92195.17098
733,739,CAMBRIDGE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,535010,CAMBRIDGE,8E+11,CAMBRIDGE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.4161E+11,CAMBRIDGE CSD,16,4,CENTRAL,5.30791E+11,641610,535010,269131299.3,129210.9162
734,740,BROADALBIN-PERTH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,172201,BROADALBIN-PERTH,8E+11,BROADALBIN-PERTH,2090,BOCES HAMILTON-FULTON-MONTGOMERY,1.71102E+11,BROADALBIN-PERTH CSD,16,4,CENTRAL,1.70709E+11,171102,172201,235542410.7,132350.632
735,741,CHITTENANGO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,254801,CHITTENANGO,8E+11,CHITTENANGO,4290,BOCES ONONDAGA-CORTLAND-MADISON,2.51601E+11,CHITTENANGO CSD,16,7,INDEPENDENT CENTRAL,2.50682E+11,251601,254801,164888516.7,117528.4105
736,742,WESTMORELAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,306801,WESTMORELAND,8E+11,WESTMORELAND,4190,BOCES ONEIDA-HERKIMER-MADISON,4.12801E+11,WESTMORELAND CSD,16,4,CENTRAL,3.0079E+11,412801,306801,110823031.6,70619.66047
737,743,SARATOGA SPRINGS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,411500,SARATOGA SPRINGS,8E+11,SARATOGA SPRINGS,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.218E+11,SARATOGA SPRINGS CITY SD,16,1,CITY,4.10552E+11,521800,411500,291193444,115758.9775
738,744,AKRON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,145601,AKRON,8E+11,AKRON,1491,BOCES ERIE 1,1.42101E+11,AKRON CSD,16,4,CENTRAL,1.40758E+11,142101,145601,208932724.6,91348.84873
739,745,OAKFIELD-ALABAMA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,183801,OAKFIELD ALABAMA,8E+11,OAKFIELD ALABAMA,2490,BOCES GENESEE VALLEY,1.81101E+11,OAKFIELD-ALABAMA CSD,16,4,CENTRAL,1.80761E+11,181101,183801,182170574.8,82198.3067
740,746,NIAGARA FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,291100,NIAGARA FALLS,8E+11,NIAGARA FALLS,4590,BOCES ORLEANS-NIAGARA,4.008E+11,NIAGARA FALLS CITY SD,16,1,CITY,2.90535E+11,400800,291100,43620775.93,36741.37353
741,747,LYONS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,542801,LYONS,8E+11,LYONS,4390,BOCES WAYNE-FINGER LAKES,6.50501E+11,LYONS CSD,16,4,CENTRAL,5.40749E+11,650501,542801,150024946.2,97811.67985
742,748,WHITESBORO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,307002,WHITESBORO,8E+11,WHITESBORO,4190,BOCES ONEIDA-HERKIMER-MADISON,4.12902E+11,WHITESBORO CSD,16,7,INDEPENDENT CENTRAL,3.00691E+11,412902,307002,165563575.9,110043.5866
743,749,ONEIDA CITY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,251200,ONEIDA,8E+11,ONEIDA,2590,BOCES MADISON-ONEIDA,2.514E+11,ONEIDA CITY SD,16,1,CITY,2.5054E+11,251400,251200,104136980.3,92278.28319
744,750,MAYFIELD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,173001,MAYFIELD,8E+11,MAYFIELD,2090,BOCES HAMILTON-FULTON-MONTGOMERY,1.70801E+11,MAYFIELD CSD,16,4,CENTRAL,1.70752E+11,170801,173001,137628660.4,79224.60216
745,751,CHURCHVILLE-CHILI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,264801,CHURCHVILLE CHILI,8E+11,CHURCHVILLE CHILI,2692,BOCES MONROE 2-ORLEANS,2.61501E+11,CHURCHVILLE-CHILI CSD,16,7,INDEPENDENT CENTRAL,2.60671E+11,261501,264801,134045552,78547.88174
746,752,LIVERPOOL,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,314801,LIVERPOOL,8E+11,LIVERPOOL,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.21501E+11,LIVERPOOL CSD,16,7,INDEPENDENT CENTRAL,3.10674E+11,421501,314801,63972347.97,49357.16056
747,753,GATES-CHILI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,262601,GATES CHILI,8E+11,GATES CHILI,2692,BOCES MONROE 2-ORLEANS,2.60401E+11,GATES-CHILI CSD,16,7,INDEPENDENT CENTRAL,2.60632E+11,260401,262601,50956261.78,45624.18326
748,754,PENFIELD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,264201,PENFIELD,8E+11,PENFIELD,2691,BOCES MONROE 1,2.61201E+11,PENFIELD CSD,16,7,INDEPENDENT CENTRAL,2.60665E+11,261201,264201,66867818.02,69262.06398
749,755,ORISKANY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,307001,ORISKANY,8E+11,ORISKANY,4190,BOCES ONEIDA-HERKIMER-MADISON,4.12901E+11,ORISKANY CSD,16,4,CENTRAL,3.00791E+11,412901,307001,66548415.1,54276.94423
750,756,SCHUYLERVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,415001,SCHUYLERVILLE,8E+11,SCHUYLERVILLE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.21701E+11,SCHUYLERVILLE CSD,16,4,CENTRAL,4.10775E+11,521701,415001,202408839.5,113775.1774
751,757,GREECE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,262801,GREECE,8E+11,GREECE,2692,BOCES MONROE 2-ORLEANS,2.60501E+11,GREECE CSD,16,7,INDEPENDENT CENTRAL,2.60634E+11,260501,262801,4591633.25,9680.013817
752,758,NORTH SYRACUSE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,312403,NORTH SYRACUSE,8E+11,NORTH SYRACUSE,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.20303E+11,NORTH SYRACUSE CSD,16,7,INDEPENDENT CENTRAL,3.10617E+11,420303,312403,163057603.5,86775.83974
753,759,MARION,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,543201,MARION,8E+11,MARION,4390,BOCES WAYNE-FINGER LAKES,6.50701E+11,MARION CSD,16,4,CENTRAL,5.40751E+11,650701,543201,108934407.4,67103.32067
754,760,CAROGA-WHEELERVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,172401,WHEELERVILLE,8E+11,WHEELERVILLE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,1.70301E+11,WHEELERVILLE UFSD,16,2,UNION FREE,1.70913E+11,170301,172401,145767069.9,60544.57344
755,761,GREENWICH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,533401,GREENWICH,8E+11,GREENWICH,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40801E+11,GREENWICH CSD,16,4,CENTRAL,5.30735E+11,640801,533401,256710867.1,145234.5747
756,762,POLAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,213803,POLAND,8E+11,POLAND,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.11103E+11,POLAND CSD,16,4,CENTRAL,2.10758E+11,211103,213803,379262.5374,4821.016656
757,763,BALDWINSVILLE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,313601,BALDWINSVILLE,8E+11,BALDWINSVILLE,4290,BOCES ONONDAGA-CORTLAND-MADISON,4.20901E+11,BALDWINSVILLE CSD,16,7,INDEPENDENT CENTRAL,3.10649E+11,420901,313601,207755149.3,76937.63172
758,764,GLOVERSVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,170500,GLOVERSVILLE,8E+11,GLOVERSVILLE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,1.705E+11,GLOVERSVILLE CITY SD,16,1,CITY,1.70518E+11,170500,170500,231349751.6,87458.3803
759,766,SHERRILL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,306000,SHERRILL,8E+11,SHERRILL,2590,BOCES MADISON-ONEIDA,4.12E+11,SHERRILL CITY SD,16,6,CITY CENTRAL,3.00554E+11,412000,306000,279199432.2,141220.5386
760,767,W. CANADA VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,212402,WEST CANADA VALLEY,8E+11,WEST CANADA VALLEY,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.10302E+11,WEST CANADA VALLEY CSD,16,4,CENTRAL,2.10728E+11,210302,212402,289980099.4,111560.4179
761,768,EAST IRONDEQUOIT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,263401,EAST IRONDEQUOIT,8E+11,EAST IRONDEQUOIT,2691,BOCES MONROE 1,2.60801E+11,EAST IRONDEQUOIT CSD,16,7,INDEPENDENT CENTRAL,2.60642E+11,260801,263401,6692162.78,14340.46398
762,769,NIAGARA-WHEATFIELD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,293001,NIAGARA WHEATFIELD,8E+11,NIAGARA WHEATFIELD,4590,BOCES ORLEANS-NIAGARA,4.00701E+11,NIAGARA-WHEATFIELD CSD,16,7,INDEPENDENT CENTRAL,2.90658E+11,400701,293001,110073984.7,73523.87941
763,770,STARPOINT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,293201,STARPOINT,8E+11,STARPOINT,4590,BOCES ORLEANS-NIAGARA,4.01001E+11,STARPOINT CSD,16,7,INDEPENDENT CENTRAL,2.90665E+11,401001,293201,180608292.1,100683.5298
764,771,EAST IRONDEQUOIT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,263401,EAST IRONDEQUOIT,8E+11,EAST IRONDEQUOIT,2691,BOCES MONROE 1,2.60801E+11,EAST IRONDEQUOIT CSD,16,7,INDEPENDENT CENTRAL,2.60642E+11,260801,263401,17456307.98,30131.11448
765,772,SPENCERPORT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,263801,SPENCERPORT,8E+11,SPENCERPORT,2692,BOCES MONROE 2-ORLEANS,2.61001E+11,SPENCERPORT CSD,16,7,INDEPENDENT CENTRAL,2.60661E+11,261001,263801,94915682.88,64456.23759
766,773,LOCKPORT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,290900,LOCKPORT,8E+11,LOCKPORT,4590,BOCES ORLEANS-NIAGARA,4.004E+11,LOCKPORT CITY SD,16,1,CITY,2.90527E+11,400400,290900,87715209.81,60720.06835
767,774,CATO-MERIDIAN,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,52401,CATO MERIDIAN,8E+11,CATO MERIDIAN,590,BOCES CAYUGA-ONONDAGA,50401040000,CATO-MERIDIAN CSD,16,4,CENTRAL,50713700100,50401,52401,250978900.7,118189.0741
768,775,WEST IRONDEQUOIT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,263403,WEST IRONDEQUOIT,8E+11,WEST IRONDEQUOIT,2691,BOCES MONROE 1,2.60803E+11,WEST IRONDEQUOIT CSD,16,7,INDEPENDENT CENTRAL,2.60642E+11,260803,263403,18046458.77,21196.35612
769,776,FULTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,350400,FULTON,8E+11,FULTON,4690,BOCES OSWEGO,4.605E+11,FULTON CITY SD,16,1,CITY,3.50514E+11,460500,350400,10150.3584,610.0540589
770,777,NORTH ROSE-WOLCOTT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,544801,NORTH ROSE WOLCOTT,8E+11,NORTH ROSE WOLCOTT,4390,BOCES WAYNE-FINGER LAKES,6.51501E+11,NORTH ROSE-WOLCOTT CSD,16,7,INDEPENDENT CENTRAL,5.40692E+11,651501,544801,218722.0654,2658.601615
771,778,HARTFORD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,533801,HARTFORD,8E+11,HARTFORD,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41001E+11,HARTFORD CSD,16,4,CENTRAL,5.30738E+11,641001,533801,1173845.087,4517.763314
772,779,ROCHESTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,261400,ROCHESTER,8E+11,ROCHESTER,2691,BOCES MONROE 1,2.616E+11,ROCHESTER CITY SD,16,1,CITY,2.60548E+11,261600,261400,91804889.33,99372.39066
773,780,FORT EDWARD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,533001,FORT EDWARD,8E+11,FORT EDWARD,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40601E+11,FORT EDWARD UFSD,16,2,UNION FREE,5.3093E+11,640601,533001,8104483.485,17278.31542
774,781,DOLGEVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,213602,DOLGEVILLE,8E+11,DOLGEVILLE,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.11003E+11,DOLGEVILLE CSD,16,4,CENTRAL,2.10751E+11,211003,213602,479772419.2,133894.0743
775,782,CORINTH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,412601,CORINTH,8E+11,CORINTH,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.20401E+11,CORINTH CSD,16,4,CENTRAL,4.1072E+11,520401,412601,207841978.9,94073.44016
776,783,WEBSTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,265401,WEBSTER,8E+11,WEBSTER,2691,BOCES MONROE 1,2.61901E+11,WEBSTER CSD,16,7,INDEPENDENT CENTRAL,2.60689E+11,261901,265401,136041933.3,70407.71529
777,784,WAYNE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,543401,WAYNE,8E+11,WAYNE,4390,BOCES WAYNE-FINGER LAKES,6.50801E+11,WAYNE CSD,16,7,INDEPENDENT CENTRAL,5.40661E+11,650801,543401,154368077.4,80332.92012
778,785,SODUS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,544201,SODUS,8E+11,SODUS,4390,BOCES WAYNE-FINGER LAKES,6.51201E+11,SODUS CSD,16,7,INDEPENDENT CENTRAL,5.40678E+11,651201,544201,147747633.5,69347.54194
779,786,WILLIAMSON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,544602,WILLIAMSON,8E+11,WILLIAMSON,4390,BOCES WAYNE-FINGER LAKES,6.51402E+11,WILLIAMSON CSD,16,4,CENTRAL,5.40791E+11,651402,544602,90932748.21,58518.82042
780,787,SALEM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,534801,SALEM,8E+11,SALEM,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41501E+11,SALEM CSD,16,4,CENTRAL,5.30774E+11,641501,534801,211254415.6,101575.9587
781,788,S.GLENS FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,414401,SOUTH GLENS FALLS,8E+11,SOUTH GLENS FALLS,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,5.21401E+11,SOUTH GLENS FALLS CSD,16,4,CENTRAL,4.10755E+11,521401,414401,170515970.5,84933.60013
782,789,HOLLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,343204,HOLLEY,8E+11,HOLLEY,2692,BOCES MONROE 2-ORLEANS,4.50704E+11,HOLLEY CSD,16,4,CENTRAL,3.40756E+11,450704,343204,146139672.5,81588.85103
783,790,GREECE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,262801,GREECE,8E+11,GREECE,2692,BOCES MONROE 2-ORLEANS,2.60501E+11,GREECE CSD,16,7,INDEPENDENT CENTRAL,2.60634E+11,260501,262801,74633801.68,44371.26819
784,791,GLENS FALLS COMMON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,523418,GLENS FALLS COM,8E+11,GLENS FALLS COM,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30918E+11,GLENS FALLS COMN SD,16,5,COMMON,5.2107E+11,630918,523418,2228151.945,6278.899587
785,792,NORTH ROSE-WOLCOTT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,544801,NORTH ROSE WOLCOTT,8E+11,NORTH ROSE WOLCOTT,4390,BOCES WAYNE-FINGER LAKES,6.51501E+11,NORTH ROSE-WOLCOTT CSD,16,7,INDEPENDENT CENTRAL,5.40692E+11,651501,544801,321042794.8,144088.9399
786,793,ARGYLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,532001,ARGYLE,8E+11,ARGYLE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40101E+11,ARGYLE CSD,16,4,CENTRAL,5.30703E+11,640101,532001,161344558.9,88778.39997
787,794,HUDSON FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,534401,HUDSON FALLS,8E+11,HUDSON FALLS,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41301E+11,HUDSON FALLS CSD,16,7,INDEPENDENT CENTRAL,5.30644E+11,641301,534401,296641.3623,3421.863712
788,795,ROYALTON-HARTLAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,293601,ROYALTON HARTLAND,8E+11,ROYALTON HARTLAND,4590,BOCES ORLEANS-NIAGARA,4.01201E+11,ROYALTON-HARTLAND CSD,16,7,INDEPENDENT CENTRAL,2.90673E+11,401201,293601,206037698,87569.74802
789,796,MEDINA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,343401,MEDINA,8E+11,MEDINA,4590,BOCES ORLEANS-NIAGARA,4.50801E+11,MEDINA CSD,16,7,INDEPENDENT CENTRAL,3.40671E+11,450801,343401,220804659.8,90709.40195
790,797,GLENS FALLS,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,520500,GLENS FALLS,8E+11,GLENS FALLS,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.303E+11,GLENS FALLS CITY SD,16,1,CITY,5.20517E+11,630300,520500,15335179.37,21932.47289
791,798,LEWISTON-PORTER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,292401,LEWISTON PORTER,8E+11,LEWISTON PORTER,4590,BOCES ORLEANS-NIAGARA,4.00301E+11,LEWISTON-PORTER CSD,16,7,INDEPENDENT CENTRAL,2.90646E+11,400301,292401,145789882.4,68442.39293
792,799,ROME,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,301300,ROME,8E+11,ROME,2590,BOCES MADISON-ONEIDA,4.118E+11,ROME CITY SD,16,1,CITY,3.00549E+11,411800,301300,258661870.8,116142.9066
793,800,NORTHVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,173201,NORTHVILLE,8E+11,NORTHVILLE,2090,BOCES HAMILTON-FULTON-MONTGOMERY,1.70901E+11,NORTHVILLE CSD,16,4,CENTRAL,1.70759E+11,170901,173201,388741961.8,135584.6005
794,801,PHOENIX,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,355401,PHOENIX,8E+11,PHOENIX,4690,BOCES OSWEGO,4.62001E+11,PHOENIX CSD,16,7,INDEPENDENT CENTRAL,3.50676E+11,462001,355401,188204661.2,102419.9488
795,802,WELLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,203601,WELLS,8E+11,WELLS,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.00901E+11,WELLS CSD,16,4,CENTRAL,2.00789E+11,200901,203601,188412437,59786.4894
796,803,RED CREEK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,544803,RED CREEK,8E+11,RED CREEK,4390,BOCES WAYNE-FINGER LAKES,6.51503E+11,RED CREEK CSD,16,4,CENTRAL,5.40792E+11,651503,544803,205572158.6,106378.7223
797,804,ADIRONDACK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,302601,ADIRONDACK,8E+11,ADIRONDACK,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,4.10401E+11,ADIRONDACK CSD,16,7,INDEPENDENT CENTRAL,3.00608E+11,410401,302601,578895.7827,3499.819358
798,805,HOLLAND PATENT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,305801,HOLLAND PATENT,8E+11,HOLLAND PATENT,4190,BOCES ONEIDA-HERKIMER-MADISON,4.12201E+11,HOLLAND PATENT CSD,16,7,INDEPENDENT CENTRAL,3.00683E+11,412201,305801,314481185.5,184978.6753
799,806,EDINBURG,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,413001,EDINBURG COMMON SD,8E+11,EDINBURG COMMON SD,2090,BOCES HAMILTON-FULTON-MONTGOMERY,5.20601E+11,EDINBURG COMMON SD,16,5,COMMON,4.11026E+11,520601,413001,247222905.1,99641.62662
800,807,ALBION,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,342001,ALBION,8E+11,ALBION,4590,BOCES ORLEANS-NIAGARA,4.50101E+11,ALBION CSD,16,7,INDEPENDENT CENTRAL,3.40601E+11,450101,342001,221149.011,2045.028961
801,808,HILTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,264001,HILTON,8E+11,HILTON,2692,BOCES MONROE 2-ORLEANS,2.61101E+11,HILTON CSD,16,7,INDEPENDENT CENTRAL,2.60664E+11,261101,264001,173680288.6,85545.75265
802,809,WILSON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,294201,WILSON,8E+11,WILSON,4590,BOCES ORLEANS-NIAGARA,4.01501E+11,WILSON CSD,16,7,INDEPENDENT CENTRAL,2.90692E+11,401501,294201,174909091.1,68757.25613
803,810,BROCKPORT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,265201,BROCKPORT,8E+11,BROCKPORT,2692,BOCES MONROE 2-ORLEANS,2.61801E+11,BROCKPORT CSD,16,7,INDEPENDENT CENTRAL,2.60682E+11,261801,265201,202186198.6,107580.4419
804,811,QUEENSBURY,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,523402,QUEENSBURY,8E+11,QUEENSBURY,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30902E+11,QUEENSBURY UFSD,16,3,INDEPENDENT UNION FREE,5.2067E+11,630902,523402,95760503.71,80099.81727
805,812,CENTRAL SQUARE,DTM & NON-DTM,Y,unknown,1/1/1900 0:00,NONE,353201,CENTRAL SQUARE,8E+11,CENTRAL SQUARE,4690,BOCES OSWEGO,4.60801E+11,CENTRAL SQUARE CSD,16,7,INDEPENDENT CENTRAL,3.50638E+11,460801,353201,538433702.8,162386.6051
806,813,GRANVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,533201,GRANVILLE,8E+11,GRANVILLE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40701E+11,GRANVILLE CSD,16,4,CENTRAL,5.30734E+11,640701,533201,423720.7275,2868.030662
807,814,NEWFANE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,292801,NEWFANE,8E+11,NEWFANE,4590,BOCES ORLEANS-NIAGARA,4.00601E+11,NEWFANE CSD,16,7,INDEPENDENT CENTRAL,2.90657E+11,400601,292801,148763105.4,69889.61527
