OBJECTID,SCHOOL_ID,SCHOOLDIST,POLYTYPE,PRIMARYPOL,USERNAME,UPDATE_,EDITED,EACODE,District2,Inst_ID,SchDist,SEDdir_BOC,SEDdir_B_1,SED_CODE_1,POPULAR_NA,INSTPECD,INSTSUBYPE,INSSUBDE,MUNICODE,SDLCODE,ORPTSCOD_1,Shape__Area,Shape__Length
808,815,HUDSON FALLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,534401,HUDSON FALLS,8E+11,HUDSON FALLS,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41301E+11,HUDSON FALLS CSD,16,7,INDEPENDENT CENTRAL,5.30644E+11,641301,534401,136662761.6,101279.496
809,816,REMSEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,305201,REMSEN,8E+11,REMSEN,4190,BOCES ONEIDA-HERKIMER-MADISON,4.11701E+11,REMSEN CSD,16,4,CENTRAL,3.00771E+11,411701,305201,6124.642578,317.6049484
810,817,ALBION,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,342001,ALBION,8E+11,ALBION,4590,BOCES ORLEANS-NIAGARA,4.50101E+11,ALBION CSD,16,7,INDEPENDENT CENTRAL,3.40601E+11,450101,342001,336163810.3,122633.9304
811,818,KENDALL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,343007,KENDALL,8E+11,KENDALL,2692,BOCES MONROE 2-ORLEANS,4.50607E+11,KENDALL CSD,16,4,CENTRAL,3.40744E+11,450607,343007,167178159.2,81347.53053
812,819,LYDONVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,343801,LYNDONVILLE,8E+11,LYNDONVILLE,4590,BOCES ORLEANS-NIAGARA,4.51001E+11,LYNDONVILLE CSD,16,4,CENTRAL,3.40793E+11,451001,343801,167293388.8,87571.3484
813,820,BARKER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,293801,BARKER,8E+11,BARKER,4590,BOCES ORLEANS-NIAGARA,4.01301E+11,BARKER CSD,16,4,CENTRAL,2.90779E+11,401301,293801,194884980.4,75407.64338
814,821,HANNIBAL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,353001,HANNIBAL,8E+11,HANNIBAL,4690,BOCES OSWEGO,4.60701E+11,HANNIBAL CSD,16,4,CENTRAL,3.50737E+11,460701,353001,217819071.2,107978.9649
815,822,FULTON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,350400,FULTON,8E+11,FULTON,4690,BOCES OSWEGO,4.605E+11,FULTON CITY SD,16,1,CITY,3.50514E+11,460500,350400,178387961.4,97431.21901
816,823,LAKE GEORGE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,522201,LAKE GEORGE,8E+11,LAKE GEORGE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30701E+11,LAKE GEORGE CSD,16,4,CENTRAL,5.20745E+11,630701,522201,85964.15747,1197.648849
817,824,HARTFORD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,533801,HARTFORD,8E+11,HARTFORD,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41001E+11,HARTFORD CSD,16,4,CENTRAL,5.30738E+11,641001,533801,154807059.7,98729.02804
818,825,FORT ANN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,532802,FORT ANN,8E+11,FORT ANN,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40502E+11,FORT ANN CSD,16,4,CENTRAL,5.3073E+11,640502,532802,26800.29907,655.3707568
819,826,HADLEY-LUZERNE,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,523201,HADLEY LUZERNE,8E+11,HADLEY LUZERNE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30801E+11,HADLEY-LUZERNE CSD,16,4,CENTRAL,5.20745E+11,630801,523201,531702553.4,149854.3037
820,827,REMSEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,305201,REMSEN,8E+11,REMSEN,4190,BOCES ONEIDA-HERKIMER-MADISON,4.11701E+11,REMSEN CSD,16,4,CENTRAL,3.00771E+11,411701,305201,240677963.8,130496.9094
821,828,CAMDEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,303001,CAMDEN,8E+11,CAMDEN,2590,BOCES MADISON-ONEIDA,4.10601E+11,CAMDEN CSD,16,4,CENTRAL,3.00711E+11,410601,303001,369344.1865,2490.118287
822,829,WHITEHALL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,535201,WHITEHALL,8E+11,WHITEHALL,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41701E+11,WHITEHALL CSD,16,7,INDEPENDENT CENTRAL,5.30691E+11,641701,535201,114238.8167,1671.846208
823,830,PULASKI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,355001,PULASKI,8E+11,PULASKI,4690,BOCES OSWEGO,4.61801E+11,PULASKI CSD,16,4,CENTRAL,3.50771E+11,461801,355001,1878719.329,9691.25313
824,831,OSWEGO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,351200,OSWEGO,8E+11,OSWEGO,4690,BOCES OSWEGO,4.613E+11,OSWEGO CITY SD,16,1,CITY,3.50542E+11,461300,351200,162007329.8,111652.4307
825,832,PULASKI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,355001,PULASKI,8E+11,PULASKI,4690,BOCES OSWEGO,4.61801E+11,PULASKI CSD,16,4,CENTRAL,3.50771E+11,461801,355001,389250.0945,3614.106056
826,833,PULASKI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,355001,PULASKI,8E+11,PULASKI,4690,BOCES OSWEGO,4.61801E+11,PULASKI CSD,16,4,CENTRAL,3.50771E+11,461801,355001,41955.77441,1002.026567
827,834,LAKE GEORGE,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,522201,LAKE GEORGE,8E+11,LAKE GEORGE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30701E+11,LAKE GEORGE CSD,16,4,CENTRAL,5.20745E+11,630701,522201,163136939.8,77928.44372
828,835,SANDY CREEK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,355201,SANDY CREEK,8E+11,SANDY CREEK,4690,BOCES OSWEGO,4.61901E+11,SANDY CREEK CSD,16,4,CENTRAL,3.50774E+11,461901,355201,192348.1929,2460.705277
829,836,MEXICO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,353401,MEXICO,8E+11,MEXICO,4690,BOCES OSWEGO,4.60901E+11,MEXICO CSD,16,7,INDEPENDENT CENTRAL,3.50653E+11,460901,353401,327279945.8,116136.9591
830,837,ALTMAR PARISH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,352002,ALTMAR PARISH,8E+11,ALTMAR PARISH,4690,BOCES OSWEGO,4.60102E+11,ALTMAR-PARISH-WILLIAMSTOWN CSD,16,4,CENTRAL,3.50701E+11,460102,352002,448666370.1,156343.0876
831,838,FORT ANN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,532802,FORT ANN,8E+11,FORT ANN,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40502E+11,FORT ANN CSD,16,4,CENTRAL,5.3073E+11,640502,532802,281060482.6,114264.745
832,839,GRANVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,533201,GRANVILLE,8E+11,GRANVILLE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.40701E+11,GRANVILLE CSD,16,4,CENTRAL,5.30734E+11,640701,533201,216037944.1,119690.7068
833,840,ADIRONDACK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,302601,ADIRONDACK,8E+11,ADIRONDACK,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,4.10401E+11,ADIRONDACK CSD,16,7,INDEPENDENT CENTRAL,3.00608E+11,410401,302601,956416592.3,320394.0138
834,841,PULASKI,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,355001,PULASKI,8E+11,PULASKI,4690,BOCES OSWEGO,4.61801E+11,PULASKI CSD,16,4,CENTRAL,3.50771E+11,461801,355001,162104102.3,85269.65377
835,842,WARRENSBURG,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,524001,WARRENSBURG,8E+11,WARRENSBURG,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.31201E+11,WARRENSBURG CSD,16,4,CENTRAL,5.20787E+11,631201,524001,440048257.3,178704.2881
836,843,CAMDEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,303001,CAMDEN,8E+11,CAMDEN,2590,BOCES MADISON-ONEIDA,4.10601E+11,CAMDEN CSD,16,4,CENTRAL,3.00711E+11,410601,303001,856571769,220296.65
837,844,WELLS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,203601,WELLS,8E+11,WELLS,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.00901E+11,WELLS CSD,16,4,CENTRAL,2.00789E+11,200901,203601,515949933.5,135593.2451
838,845,WHITEHALL,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,535201,WHITEHALL,8E+11,WHITEHALL,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.41701E+11,WHITEHALL CSD,16,7,INDEPENDENT CENTRAL,5.30691E+11,641701,535201,318371697,126242.943
839,846,SANDY CREEK,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,355201,SANDY CREEK,8E+11,SANDY CREEK,4690,BOCES OSWEGO,4.61901E+11,SANDY CREEK CSD,16,4,CENTRAL,3.50774E+11,461901,355201,528504163,165741.7886
840,847,BOLTON,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,522001,BOLTON,8E+11,BOLTON,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30101E+11,BOLTON CSD,16,4,CENTRAL,5.20708E+11,630101,522001,219713221.5,105589.2587
841,848,POLAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,213803,POLAND,8E+11,POLAND,2190,BOCES HERK-FULTON-HAMILTON-OTSEGO,2.11103E+11,POLAND CSD,16,4,CENTRAL,2.10758E+11,211103,213803,1236837832,275443.5316
842,849,JOHNSBURG,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,523001,JOHNSBURG,8E+11,JOHNSBURG,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30601E+11,JOHNSBURG CSD,16,4,CENTRAL,5.20743E+11,630601,523001,567029042.1,126028.8017
843,850,MINERVA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,153401,MINERVA,8E+11,MINERVA,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,1.50801E+11,MINERVA CSD,16,4,CENTRAL,1.50754E+11,150801,153401,157744.1455,1735.563621
844,851,NORTH WARREN,DTM ONLY,Y,unknown,2/23/1999 0:00,NONE,522402,NORTH WARREN,8E+11,NORTH WARREN,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,6.30202E+11,NORTH WARREN CSD,16,4,CENTRAL,5.20716E+11,630202,522402,388632579.9,138441.3053
845,852,LOWVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,233601,LOWVILLE,8E+11,LOWVILLE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.30901E+11,LOWVILLE ACADEMY & CSD,16,4,CENTRAL,2.30749E+11,230901,233601,45546.88318,899.9500219
846,853,COPENHAGEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,232201,COPENHAGEN,8E+11,COPENHAGEN,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.30201E+11,COPENHAGEN CSD,16,4,CENTRAL,2.30723E+11,230201,232201,35014.17126,894.6047949
847,854,LOWVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,233601,LOWVILLE,8E+11,LOWVILLE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.30901E+11,LOWVILLE ACADEMY & CSD,16,4,CENTRAL,2.30749E+11,230901,233601,42917.21045,1887.514402
848,855,INLET,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,202801,INLET,8E+11,INLET,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.00501E+11,INLET COMN SD,16,5,COMMON,2.01042E+11,200501,202801,171728164,62402.68906
849,856,LOWVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,233601,LOWVILLE,8E+11,LOWVILLE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.30901E+11,LOWVILLE ACADEMY & CSD,16,4,CENTRAL,2.30749E+11,230901,233601,5276006.647,18131.46972
850,857,LAKE PLEASANT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,203001,LAKE PLEASANT,8E+11,LAKE PLEASANT,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.00601E+11,LAKE PLEASANT CSD,16,4,CENTRAL,2.00745E+11,200601,203001,509160496.9,118493.2425
851,858,PUTNAM,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,534601,PUTNAM,8E+11,PUTNAM,990,BOCES CLINTON-ESSEX-WARREN-WASHING,6.41401E+11,PUTNAM CSD,16,4,CENTRAL,5.3077E+11,641401,534601,95041392.96,50087.1443
852,859,SOUTH LEWIS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,234001,SOUTH LEWIS,8E+11,SOUTH LEWIS,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.31101E+11,SOUTH LEWIS CSD,16,4,CENTRAL,2.30752E+11,231101,234001,460082.0896,2714.42071
853,860,PISECO COMMON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,202001,PISECO,8E+11,PISECO,2090,BOCES HAMILTON-FULTON-MONTGOMERY,2.00101E+11,PISECO COMN SD,16,10,100% CONTRACT,2.01003E+11,200101,202001,693692829.5,162547.3961
854,861,SOUTH LEWIS,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,234001,SOUTH LEWIS,8E+11,SOUTH LEWIS,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.31101E+11,SOUTH LEWIS CSD,16,4,CENTRAL,2.30752E+11,231101,234001,954867273.9,265308.2181
855,862,CROWN POINT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,152203,CROWN POINT,8E+11,CROWN POINT,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.50203E+11,CROWN POINT CSD,16,4,CENTRAL,1.50721E+11,150203,152203,964663.7964,4767.333227
856,863,TICONDEROGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,154801,TICONDEROGA,8E+11,TICONDEROGA,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51501E+11,TICONDEROGA CSD,16,7,INDEPENDENT CENTRAL,1.50683E+11,151501,154801,275598.1443,2111.475638
857,864,CROWN POINT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,152203,CROWN POINT,8E+11,CROWN POINT,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.50203E+11,CROWN POINT CSD,16,4,CENTRAL,1.50721E+11,150203,152203,56136.62378,1320.125197
858,865,BELLEVILLE-HENDERSON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,223402,BELLEVILLE-HENDERS,8E+11,BELLEVILLE-HENDERS,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20909E+11,BELLEVILLE-HENDERSON CSD,16,4,CENTRAL,2.20727E+11,220909,223402,248610417.1,131850.4351
859,866,TICONDEROGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,154801,TICONDEROGA,8E+11,TICONDEROGA,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51501E+11,TICONDEROGA CSD,16,7,INDEPENDENT CENTRAL,1.50683E+11,151501,154801,263260.9929,2442.740524
860,867,TICONDEROGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,154801,TICONDEROGA,8E+11,TICONDEROGA,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51501E+11,TICONDEROGA CSD,16,7,INDEPENDENT CENTRAL,1.50683E+11,151501,154801,11068.97144,952.0883697
861,868,RAQUETTE LAKE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,203202,RAQUETTE LAKE,8E+11,RAQUETTE LAKE,1690,BOCES FRANKLIN-ESSEX-HAMILTON,2.00702E+11,RAQUETTE LAKE UFSD,16,10,100% CONTRACT,2.00948E+11,200702,203202,230676864.8,91201.72811
862,869,LOWVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,233601,LOWVILLE,8E+11,LOWVILLE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.30901E+11,LOWVILLE ACADEMY & CSD,16,4,CENTRAL,2.30749E+11,230901,233601,662395455.1,253529.5056
863,870,TICONDEROGA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,154801,TICONDEROGA,8E+11,TICONDEROGA,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51501E+11,TICONDEROGA CSD,16,7,INDEPENDENT CENTRAL,1.50683E+11,151501,154801,373924524.7,129014.4121
864,871,CARTHAGE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,226001,CARTHAGE,8E+11,CARTHAGE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.22201E+11,CARTHAGE CSD,16,7,INDEPENDENT CENTRAL,2.20692E+11,222201,226001,176758.8079,2029.142646
865,872,INDIAN LAKE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,202601,INDIAN LAKE,8E+11,INDIAN LAKE,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,2.00401E+11,INDIAN LAKE CSD,16,4,CENTRAL,2.00742E+11,200401,202601,687348436,127644.175
866,873,SOUTH JEFFERSON,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,222001,SOUTH JEFFERSON,8E+11,SOUTH JEFFERSON,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20101E+11,SOUTH JEFFERSON CSD,16,4,CENTRAL,2.207E+11,220101,222001,572537474.8,190829.9513
867,874,MINERVA,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,153401,MINERVA,8E+11,MINERVA,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,1.50801E+11,MINERVA CSD,16,4,CENTRAL,1.50754E+11,150801,153401,419133891.5,137512.1549
868,875,COPENHAGEN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,232201,COPENHAGEN,8E+11,COPENHAGEN,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.30201E+11,COPENHAGEN CSD,16,4,CENTRAL,2.30723E+11,230201,232201,259709708.8,118003.2955
869,876,SACKETS HARBOUR,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,223801,SACKETS HARBOR,8E+11,SACKETS HARBOR,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.21001E+11,SACKETS HARBOR CSD,16,4,CENTRAL,2.20741E+11,221001,223801,107179356.4,83472.91519
870,877,WATERTOWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,221800,WATERTOWN,8E+11,WATERTOWN,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.22E+11,WATERTOWN CITY SD,16,1,CITY,2.20559E+11,222000,221800,75822594.2,68734.72126
871,878,LYME,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,224401,LYME,8E+11,LYME,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.21301E+11,LYME CSD,16,4,CENTRAL,2.20749E+11,221301,224401,518738.0076,4059.524165
872,879,CROWN POINT,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,152203,CROWN POINT,8E+11,CROWN POINT,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.50203E+11,CROWN POINT CSD,16,4,CENTRAL,1.50721E+11,150203,152203,224135085.8,92343.5309
873,880,BEAVER RIVER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,234401,BEAVER RIVER,8E+11,BEAVER RIVER,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.31301E+11,BEAVER RIVER CSD,16,4,CENTRAL,2.30757E+11,231301,234401,613958223.8,177509.6694
874,881,WEBB,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,215401,TOWN OF WEBB,8E+11,TOWN OF WEBB,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.11901E+11,TOWN OF WEBB UFSD,16,2,UNION FREE,2.10988E+11,211901,215401,1278987825,196581.4302
875,882,GENERAL BROWN,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,222601,GENERAL BROWN,8E+11,GENERAL BROWN,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20401E+11,GENERAL BROWN CSD,16,4,CENTRAL,2.2071E+11,220401,222601,215710947.5,117931.4076
876,883,SCHROON LAKE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,154601,SCHROON LAKE,8E+11,SCHROON LAKE,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51401E+11,SCHROON LAKE CSD,16,4,CENTRAL,1.50776E+11,151401,154601,854504391.8,141873.3554
877,884,LONG LAKE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,203201,LONG LAKE,8E+11,LONG LAKE,1690,BOCES FRANKLIN-ESSEX-HAMILTON,2.00701E+11,LONG LAKE CSD,16,4,CENTRAL,2.00748E+11,200701,203201,1001960198,147432.7984
878,885,MORIAH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,153601,MORIAH,8E+11,MORIAH,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.50901E+11,MORIAH CSD,16,4,CENTRAL,1.50755E+11,150901,153601,182890727.5,71601.94385
879,886,NEWCOMB,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,153801,NEWCOMB,8E+11,NEWCOMB,6490,BOCES WASHING-SARA-WAR-HAMLTN-ESSEX,1.51001E+11,NEWCOMB CSD,16,4,CENTRAL,1.50757E+11,151001,153801,600757858.5,102940.2681
880,887,MORIAH,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,153601,MORIAH,8E+11,MORIAH,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.50901E+11,MORIAH CSD,16,4,CENTRAL,1.50755E+11,150901,153601,2463539.08,8461.465565
881,888,CARTHAGE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,226001,CARTHAGE,8E+11,CARTHAGE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.22201E+11,CARTHAGE CSD,16,7,INDEPENDENT CENTRAL,2.20692E+11,222201,226001,490315623.8,173720.6079
882,889,LYME,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,224401,LYME,8E+11,LYME,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.21301E+11,LYME CSD,16,4,CENTRAL,2.20749E+11,221301,224401,154176307,162378.0182
883,890,ALEXANDRIA CSD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,222202,ALEXANDRIA CSD,8E+11,ALEXANDRIA CSD,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20202E+11,ALEXANDRIA CSD,16,4,CENTRAL,2.20701E+11,220202,222202,97588.76294,1363.834156
884,891,HARRISVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,232401,HARRISVILLE,8E+11,HARRISVILLE,5190,BOCES ST LAWRENCE-LEWIS,2.30301E+11,HARRISVILLE CSD,16,4,CENTRAL,2.30723E+11,230301,232401,510949654.9,139433.8227
885,892,WILLSBORO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,155201,WILLSBORO,8E+11,WILLSBORO,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51701E+11,WILLSBORO CSD,16,4,CENTRAL,1.50791E+11,151701,155201,1075605.637,5562.651546
886,893,WILLSBORO,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,155201,WILLSBORO,8E+11,WILLSBORO,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51701E+11,WILLSBORO CSD,16,4,CENTRAL,1.50791E+11,151701,155201,177449.4729,1719.976022
887,894,Boquet Valley CSD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,151801,Boquet Valley CSD,8E+11,Boquet Valley CSD,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.51601E+11,Boquet Valley CSD,16,4,CENTRAL,1.5079E+11,151801,151801,631354226.3,155909.5242
888,895,THOUSAND ISLAND,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,223201,THOUSAND ISLANDS,8E+11,THOUSAND ISLANDS,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20701E+11,THOUSAND ISLANDS CSD,16,4,CENTRAL,2.20717E+11,220701,223201,604818647.6,179224.512
889,896,KEENE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,153001,KEENE,8E+11,KEENE,990,BOCES CLINTON-ESSEX-WARREN-WASHING,1.50601E+11,KEENE CSD,16,4,CENTRAL,1.50743E+11,150601,153001,402333489.7,99708.10651
890,897,CLIFTON FINE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,402601,CLIFTON FINE,8E+11,CLIFTON FINE,5190,BOCES ST LAWRENCE-LEWIS,5.10401E+11,CLIFTON-FINE CSD,16,4,CENTRAL,4.00717E+11,510401,402601,828295786.6,150193.6718
891,898,INDIAN RIVER,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,222401,INDIAN RIVER,8E+11,INDIAN RIVER,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20301E+11,INDIAN RIVER CSD,16,7,INDEPENDENT CENTRAL,2.20603E+11,220301,222401,733724209.7,187292.9527
892,899,LAFARGEVILLE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,224601,LA FARGEVILLE,8E+11,LA FARGEVILLE,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.21401E+11,LA FARGEVILLE CSD,16,4,CENTRAL,2.20762E+11,221401,224601,253674773.1,130641.2998
893,900,AUSABLE VALLEY,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,92201,AUSABLE VALLEY,8E+11,AUSABLE VALLEY,990,BOCES CLINTON-ESSEX-WARREN-WASHING,90201040000,AUSABLE VALLEY CSD,16,4,CENTRAL,90704100100,90201,92201,931851.0325,4093.512439
894,901,TUPPER LAKE,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,162001,TUPPER LAKE,8E+11,TUPPER LAKE,1690,BOCES FRANKLIN-ESSEX-HAMILTON,1.60101E+11,TUPPER LAKE CSD,16,7,INDEPENDENT CENTRAL,1.60602E+11,160101,162001,760907968.8,131494.7745
895,903,ALEXANDRIA CSD,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,222202,ALEXANDRIA CSD,8E+11,ALEXANDRIA CSD,2290,BOCES JEFFER-LEWIS-HAMIL-HERK-ONEIDA,2.20202E+11,ALEXANDRIA CSD,16,4,CENTRAL,2.20701E+11,220202,222202,214526330.5,103173.1258
896,904,LAKE PLACID,DTM ONLY,Y,unknown,1/1/1900 0:00,NONE,154002,LAKE PLACID,8E+11,LAKE PLACID,1690,BOCES FRANKLIN-ESSEX-HAMILTON,1.51102E+11,LAKE PLACID CSD,16,4,CENTRAL,1.50759E+11,151102,154002,460946920.8,120301.5514
